instant,dteday,season,year,month,hour,holiday,weekday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,season_name
8674,2012-01-02,1,2012,1,0,1,1,0,1,0.28,0.2576,0.45,0.3284,1,3,4,Semi
8675,2012-01-02,1,2012,1,0,1,1,0,1,0.26,0.2273,0.41,0.3881,0,14,14,Semi
8676,2012-01-02,1,2012,1,0,1,1,0,1,0.24,0.2121,0.32,0.3881,0,16,16,Semi
8677,2012-01-02,1,2012,1,0,1,1,0,1,0.24,0.2273,0.35,0.2537,2,51,53,Semi
8678,2012-01-02,1,2012,1,0,1,1,0,1,0.24,0.2576,0.35,0.0,15,53,68,Semi
8679,2012-01-02,1,2012,1,0,1,1,0,1,0.26,0.2424,0.35,0.2836,20,89,109,Semi
8680,2012-01-02,1,2012,1,0,1,1,0,1,0.26,0.2121,0.35,0.4925,33,142,175,Semi
8681,2012-01-02,1,2012,1,0,1,1,0,1,0.28,0.2727,0.36,0.2537,41,161,202,Semi
8682,2012-01-02,1,2012,1,0,1,1,0,1,0.3,0.2727,0.36,0.2985,26,150,176,Semi
8683,2012-01-02,1,2012,1,0,1,1,0,1,0.3,0.2727,0.36,0.4179,10,141,151,Semi
8684,2012-01-02,1,2012,1,0,1,1,0,1,0.28,0.2424,0.38,0.4478,29,139,168,Semi
8685,2012-01-02,1,2012,1,0,1,1,0,1,0.26,0.2273,0.35,0.4179,10,144,154,Semi
8686,2012-01-02,1,2012,1,0,1,1,0,1,0.26,0.2273,0.35,0.3881,17,136,153,Semi
8687,2012-01-02,1,2012,1,0,1,1,0,1,0.26,0.2424,0.33,0.2537,13,113,126,Semi
8688,2012-01-02,1,2012,1,0,1,1,0,1,0.24,0.2273,0.38,0.2239,4,89,93,Semi
8689,2012-01-02,1,2012,1,0,1,1,0,1,0.24,0.2273,0.41,0.2239,5,83,88,Semi
8690,2012-01-02,1,2012,1,0,1,1,0,2,0.24,0.2121,0.41,0.3284,3,63,66,Semi
8691,2012-01-02,1,2012,1,0,1,1,0,2,0.22,0.2121,0.44,0.2836,3,36,39,Semi
8692,2012-01-02,1,2012,1,0,1,1,0,1,0.22,0.2121,0.44,0.2537,2,32,34,Semi
8693,2012-01-03,1,2012,1,0,0,2,1,1,0.2,0.197,0.51,0.2537,0,13,13,Semi
8694,2012-01-03,1,2012,1,0,0,2,1,1,0.18,0.1818,0.55,0.2239,1,5,6,Semi
8695,2012-01-03,1,2012,1,0,0,2,1,1,0.18,0.1667,0.51,0.2537,0,3,3,Semi
8696,2012-01-03,1,2012,1,0,0,2,1,1,0.16,0.1364,0.55,0.2836,0,2,2,Semi
8697,2012-01-03,1,2012,1,0,0,2,1,1,0.16,0.1515,0.55,0.2537,0,5,5,Semi
8698,2012-01-03,1,2012,1,0,0,2,1,1,0.14,0.1364,0.54,0.194,0,12,12,Semi
8699,2012-01-03,1,2012,1,0,0,2,1,1,0.14,0.1212,0.59,0.2836,4,81,85,Semi
8700,2012-01-03,1,2012,1,0,0,2,1,1,0.14,0.1212,0.59,0.2537,2,168,170,Semi
8701,2012-01-03,1,2012,1,0,0,2,1,1,0.16,0.1364,0.55,0.2836,5,349,354,Semi
8702,2012-01-03,1,2012,1,0,0,2,1,1,0.16,0.1364,0.5,0.2836,8,145,153,Semi
8703,2012-01-03,1,2012,1,0,0,2,1,1,0.16,0.1212,0.47,0.4627,5,55,60,Semi
8704,2012-01-03,1,2012,1,0,0,2,1,1,0.18,0.1364,0.37,0.5224,12,63,75,Semi
8705,2012-01-03,1,2012,1,0,0,2,1,1,0.18,0.1364,0.37,0.5224,4,70,74,Semi
8706,2012-01-03,1,2012,1,0,0,2,1,1,0.18,0.1212,0.34,0.6567,5,68,73,Semi
8707,2012-01-03,1,2012,1,0,0,2,1,1,0.16,0.1212,0.43,0.5224,7,72,79,Semi
8708,2012-01-03,1,2012,1,0,0,2,1,1,0.16,0.1212,0.37,0.4179,9,68,77,Semi
8709,2012-01-03,1,2012,1,0,0,2,1,1,0.14,0.0909,0.39,0.5821,7,129,136,Semi
8710,2012-01-03,1,2012,1,0,0,2,1,1,0.14,0.1061,0.26,0.4627,4,241,245,Semi
8711,2012-01-03,1,2012,1,0,0,2,1,1,0.14,0.0909,0.26,0.5224,10,214,224,Semi
8712,2012-01-03,1,2012,1,0,0,2,1,1,0.12,0.0909,0.28,0.4179,4,152,156,Semi
8713,2012-01-03,1,2012,1,0,0,2,1,1,0.12,0.1212,0.33,0.2537,0,115,115,Semi
8714,2012-01-03,1,2012,1,0,0,2,1,1,0.1,0.1061,0.36,0.2239,2,66,68,Semi
8715,2012-01-03,1,2012,1,0,0,2,1,1,0.1,0.1061,0.46,0.2537,0,33,33,Semi
8716,2012-01-03,1,2012,1,0,0,2,1,1,0.1,0.0758,0.46,0.3881,0,18,18,Semi
8717,2012-01-04,1,2012,1,0,0,3,1,1,0.08,0.0606,0.42,0.3284,0,9,9,Semi
8718,2012-01-04,1,2012,1,0,0,3,1,1,0.04,0.0303,0.38,0.2985,0,3,3,Semi
8719,2012-01-04,1,2012,1,0,0,3,1,1,0.02,0.0152,0.34,0.2836,0,1,1,Semi
8720,2012-01-04,1,2012,1,0,0,3,1,1,0.02,0.0152,0.34,0.2836,0,1,1,Semi
8721,2012-01-04,1,2012,1,0,0,3,1,1,0.02,0.0455,0.41,0.194,0,2,2,Semi
8722,2012-01-04,1,2012,1,0,0,3,1,1,0.02,0.0455,0.41,0.194,0,14,14,Semi
8723,2012-01-04,1,2012,1,0,0,3,1,1,0.02,0.0455,0.41,0.1642,0,59,59,Semi
8724,2012-01-04,1,2012,1,0,0,3,1,1,0.02,0.0455,0.44,0.194,1,151,152,Semi
8725,2012-01-04,1,2012,1,0,0,3,1,1,0.02,0.0606,0.44,0.1343,5,310,315,Semi
8726,2012-01-04,1,2012,1,0,0,3,1,1,0.04,0.0606,0.45,0.1343,7,173,180,Semi
8727,2012-01-04,1,2012,1,0,0,3,1,1,0.06,0.1061,0.45,0.0,7,57,64,Semi
8728,2012-01-04,1,2012,1,0,0,3,1,2,0.08,0.1212,0.42,0.0896,6,40,46,Semi
8729,2012-01-04,1,2012,1,0,0,3,1,2,0.1,0.1061,0.46,0.194,9,75,84,Semi
8730,2012-01-04,1,2012,1,0,0,3,1,2,0.14,0.1212,0.43,0.2537,9,82,91,Semi
8731,2012-01-04,1,2012,1,0,0,3,1,2,0.14,0.1212,0.46,0.2537,6,69,75,Semi
8732,2012-01-04,1,2012,1,0,0,3,1,2,0.18,0.1515,0.37,0.3284,9,81,90,Semi
8733,2012-01-04,1,2012,1,0,0,3,1,2,0.18,0.1667,0.4,0.2836,8,123,131,Semi
8734,2012-01-04,1,2012,1,0,0,3,1,2,0.2,0.197,0.4,0.194,9,272,281,Semi
8735,2012-01-04,1,2012,1,0,0,3,1,2,0.2,0.2121,0.37,0.1343,9,280,289,Semi
8736,2012-01-04,1,2012,1,0,0,3,1,2,0.2,0.2273,0.4,0.1045,2,182,184,Semi
8737,2012-01-04,1,2012,1,0,0,3,1,2,0.2,0.197,0.4,0.194,2,121,123,Semi
8738,2012-01-04,1,2012,1,0,0,3,1,2,0.2,0.2576,0.44,0.0,2,88,90,Semi
8739,2012-01-04,1,2012,1,0,0,3,1,2,0.2,0.2273,0.47,0.0896,4,48,52,Semi
8740,2012-01-04,1,2012,1,0,0,3,1,2,0.2,0.2273,0.44,0.1045,0,32,32,Semi
8741,2012-01-05,1,2012,1,0,0,4,1,2,0.22,0.2273,0.47,0.194,1,13,14,Semi
8742,2012-01-05,1,2012,1,0,0,4,1,1,0.2,0.2273,0.51,0.0896,0,5,5,Semi
8743,2012-01-05,1,2012,1,0,0,4,1,1,0.2,0.2273,0.51,0.0896,0,4,4,Semi
8744,2012-01-05,1,2012,1,0,0,4,1,1,0.2,0.2576,0.61,0.0,0,4,4,Semi
8745,2012-01-05,1,2012,1,0,0,4,1,2,0.2,0.2273,0.59,0.0896,0,5,5,Semi
8746,2012-01-05,1,2012,1,0,0,4,1,2,0.2,0.2273,0.59,0.0896,0,26,26,Semi
8747,2012-01-05,1,2012,1,0,0,4,1,2,0.2,0.2121,0.75,0.1343,0,78,78,Semi
8748,2012-01-05,1,2012,1,0,0,4,1,2,0.2,0.2273,0.69,0.0896,3,212,215,Semi
8749,2012-01-05,1,2012,1,0,0,4,1,2,0.2,0.2576,0.75,0.0,11,377,388,Semi
8750,2012-01-05,1,2012,1,0,0,4,1,2,0.22,0.2727,0.69,0.0,7,220,227,Semi
8751,2012-01-05,1,2012,1,0,0,4,1,2,0.24,0.2576,0.52,0.0896,5,81,86,Semi
8752,2012-01-05,1,2012,1,0,0,4,1,1,0.3,0.3333,0.49,0.0,6,78,84,Semi
8753,2012-01-05,1,2012,1,0,0,4,1,1,0.3,0.2879,0.49,0.2537,6,114,120,Semi
8754,2012-01-05,1,2012,1,0,0,4,1,1,0.34,0.303,0.42,0.2985,6,112,118,Semi
8755,2012-01-05,1,2012,1,0,0,4,1,1,0.34,0.3182,0.39,0.2836,13,104,117,Semi
8756,2012-01-05,1,2012,1,0,0,4,1,1,0.36,0.3333,0.34,0.2836,6,113,119,Semi
8757,2012-01-05,1,2012,1,0,0,4,1,1,0.36,0.3333,0.34,0.2836,19,178,197,Semi
8758,2012-01-05,1,2012,1,0,0,4,1,2,0.36,0.3485,0.34,0.194,19,393,412,Semi
8759,2012-01-05,1,2012,1,0,0,4,1,1,0.34,0.3333,0.36,0.1642,9,374,383,Semi
8760,2012-01-05,1,2012,1,0,0,4,1,1,0.34,0.3485,0.34,0.0896,10,255,265,Semi
8761,2012-01-05,1,2012,1,0,0,4,1,1,0.3,0.3333,0.49,0.0,5,172,177,Semi
8762,2012-01-05,1,2012,1,0,0,4,1,1,0.26,0.2727,0.6,0.1343,9,88,97,Semi
8763,2012-01-05,1,2012,1,0,0,4,1,1,0.26,0.2576,0.6,0.1642,1,70,71,Semi
8764,2012-01-05,1,2012,1,0,0,4,1,1,0.24,0.2576,0.7,0.1045,4,56,60,Semi
8765,2012-01-06,1,2012,1,0,0,5,1,1,0.22,0.2576,0.75,0.0896,1,24,25,Semi
8766,2012-01-06,1,2012,1,0,0,5,1,1,0.22,0.2727,0.75,0.0,2,6,8,Semi
8767,2012-01-06,1,2012,1,0,0,5,1,1,0.22,0.2273,0.69,0.1642,2,3,5,Semi
8768,2012-01-06,1,2012,1,0,0,5,1,1,0.22,0.2424,0.69,0.1045,1,3,4,Semi
8769,2012-01-06,1,2012,1,0,0,5,1,1,0.22,0.2273,0.69,0.1343,0,3,3,Semi
8770,2012-01-06,1,2012,1,0,0,5,1,2,0.2,0.2121,0.8,0.1343,0,13,13,Semi
8771,2012-01-06,1,2012,1,0,0,5,1,2,0.22,0.2424,0.73,0.1045,1,69,70,Semi
8772,2012-01-06,1,2012,1,0,0,5,1,2,0.24,0.2879,0.65,0.0,4,201,205,Semi
8773,2012-01-06,1,2012,1,0,0,5,1,1,0.24,0.2424,0.7,0.1343,11,436,447,Semi
8774,2012-01-06,1,2012,1,0,0,5,1,1,0.24,0.2424,0.7,0.1642,4,237,241,Semi
8775,2012-01-06,1,2012,1,0,0,5,1,1,0.26,0.2576,0.65,0.194,14,102,116,Semi
8776,2012-01-06,1,2012,1,0,0,5,1,1,0.3,0.303,0.56,0.1642,8,130,138,Semi
8777,2012-01-06,1,2012,1,0,0,5,1,1,0.36,0.3333,0.5,0.2537,23,168,191,Semi
8778,2012-01-06,1,2012,1,0,0,5,1,1,0.4,0.4091,0.43,0.2836,16,188,204,Semi
8779,2012-01-06,1,2012,1,0,0,5,1,1,0.46,0.4545,0.36,0.194,26,152,178,Semi
8780,2012-01-06,1,2012,1,0,0,5,1,1,0.52,0.5,0.27,0.2537,44,178,222,Semi
8781,2012-01-06,1,2012,1,0,0,5,1,1,0.52,0.5,0.27,0.2836,35,259,294,Semi
8782,2012-01-06,1,2012,1,0,0,5,1,1,0.46,0.4545,0.36,0.2239,20,456,476,Semi
8783,2012-01-06,1,2012,1,0,0,5,1,1,0.5,0.4848,0.29,0.2537,28,391,419,Semi
8784,2012-01-06,1,2012,1,0,0,5,1,1,0.46,0.4545,0.33,0.2836,11,261,272,Semi
8785,2012-01-06,1,2012,1,0,0,5,1,1,0.42,0.4242,0.41,0.194,14,163,177,Semi
8786,2012-01-06,1,2012,1,0,0,5,1,1,0.4,0.4091,0.43,0.2239,17,137,154,Semi
8787,2012-01-06,1,2012,1,0,0,5,1,1,0.36,0.3485,0.5,0.194,12,123,135,Semi
8788,2012-01-06,1,2012,1,0,0,5,1,1,0.36,0.3788,0.5,0.0,13,88,101,Semi
8789,2012-01-07,1,2012,1,0,0,6,0,1,0.36,0.3485,0.5,0.1642,2,77,79,Semi
8790,2012-01-07,1,2012,1,0,0,6,0,1,0.38,0.3939,0.46,0.1642,6,56,62,Semi
8791,2012-01-07,1,2012,1,0,0,6,0,1,0.36,0.3636,0.5,0.1045,2,36,38,Semi
8792,2012-01-07,1,2012,1,0,0,6,0,1,0.32,0.3333,0.57,0.1045,1,19,20,Semi
8793,2012-01-07,1,2012,1,0,0,6,0,1,0.32,0.3333,0.57,0.0896,1,9,10,Semi
8794,2012-01-07,1,2012,1,0,0,6,0,1,0.26,0.2727,0.75,0.1045,2,7,9,Semi
8795,2012-01-07,1,2012,1,0,0,6,0,1,0.26,0.2727,0.75,0.1045,0,7,7,Semi
8796,2012-01-07,1,2012,1,0,0,6,0,1,0.22,0.2273,0.87,0.194,0,20,20,Semi
8797,2012-01-07,1,2012,1,0,0,6,0,1,0.24,0.2576,0.75,0.1045,0,64,64,Semi
8798,2012-01-07,1,2012,1,0,0,6,0,1,0.22,0.2273,0.8,0.1343,14,116,130,Semi
8799,2012-01-07,1,2012,1,0,0,6,0,1,0.28,0.303,0.75,0.0896,43,160,203,Semi
8800,2012-01-07,1,2012,1,0,0,6,0,1,0.34,0.3182,0.57,0.2239,74,250,324,Semi
8801,2012-01-07,1,2012,1,0,0,6,0,1,0.4,0.4091,0.43,0.2239,100,276,376,Semi
8802,2012-01-07,1,2012,1,0,0,6,0,1,0.44,0.4394,0.44,0.194,149,296,445,Semi
8803,2012-01-07,1,2012,1,0,0,6,0,1,0.5,0.4848,0.42,0.2836,156,356,512,Semi
8804,2012-01-07,1,2012,1,0,0,6,0,1,0.58,0.5455,0.37,0.2985,132,317,449,Semi
8805,2012-01-07,1,2012,1,0,0,6,0,2,0.56,0.5303,0.37,0.2836,133,268,401,Semi
8806,2012-01-07,1,2012,1,0,0,6,0,2,0.54,0.5152,0.43,0.1343,87,235,322,Semi
8807,2012-01-07,1,2012,1,0,0,6,0,1,0.54,0.5152,0.45,0.1343,49,248,297,Semi
8808,2012-01-07,1,2012,1,0,0,6,0,1,0.52,0.5,0.42,0.1045,44,171,215,Semi
8809,2012-01-07,1,2012,1,0,0,6,0,1,0.5,0.4848,0.39,0.2537,21,149,170,Semi
8810,2012-01-07,1,2012,1,0,0,6,0,1,0.44,0.4394,0.44,0.2239,22,118,140,Semi
8811,2012-01-07,1,2012,1,0,0,6,0,1,0.44,0.4394,0.38,0.2537,16,93,109,Semi
8812,2012-01-07,1,2012,1,0,0,6,0,1,0.42,0.4242,0.38,0.2239,16,103,119,Semi
8813,2012-01-08,1,2012,1,0,0,0,0,1,0.38,0.3939,0.4,0.2836,14,77,91,Semi
8814,2012-01-08,1,2012,1,0,0,0,0,1,0.34,0.3333,0.42,0.194,10,62,72,Semi
8815,2012-01-08,1,2012,1,0,0,0,0,1,0.36,0.3333,0.37,0.2836,10,57,67,Semi
8816,2012-01-08,1,2012,1,0,0,0,0,1,0.34,0.3333,0.42,0.1343,6,26,32,Semi
8817,2012-01-08,1,2012,1,0,0,0,0,1,0.32,0.303,0.49,0.2537,2,4,6,Semi
8818,2012-01-08,1,2012,1,0,0,0,0,2,0.32,0.3333,0.49,0.1045,0,2,2,Semi
8819,2012-01-08,1,2012,1,0,0,0,0,2,0.3,0.3333,0.52,0.0,0,2,2,Semi
8820,2012-01-08,1,2012,1,0,0,0,0,2,0.3,0.3333,0.52,0.0,1,23,24,Semi
8821,2012-01-08,1,2012,1,0,0,0,0,1,0.3,0.303,0.52,0.1343,4,53,57,Semi
8822,2012-01-08,1,2012,1,0,0,0,0,1,0.32,0.3333,0.53,0.1343,23,102,125,Semi
8823,2012-01-08,1,2012,1,0,0,0,0,1,0.34,0.3333,0.49,0.1642,27,181,208,Semi
8824,2012-01-08,1,2012,1,0,0,0,0,1,0.36,0.3485,0.46,0.2239,55,201,256,Semi
8825,2012-01-08,1,2012,1,0,0,0,0,1,0.38,0.3939,0.43,0.2239,78,273,351,Semi
8826,2012-01-08,1,2012,1,0,0,0,0,1,0.4,0.4091,0.37,0.2985,77,266,343,Semi
8827,2012-01-08,1,2012,1,0,0,0,0,1,0.4,0.4091,0.4,0.194,75,253,328,Semi
8828,2012-01-08,1,2012,1,0,0,0,0,1,0.4,0.4091,0.37,0.2836,89,241,330,Semi
8829,2012-01-08,1,2012,1,0,0,0,0,1,0.4,0.4091,0.37,0.2985,58,256,314,Semi
8830,2012-01-08,1,2012,1,0,0,0,0,1,0.38,0.3939,0.4,0.2239,22,197,219,Semi
8831,2012-01-08,1,2012,1,0,0,0,0,1,0.34,0.3182,0.46,0.2239,19,162,181,Semi
8832,2012-01-08,1,2012,1,0,0,0,0,1,0.32,0.3182,0.49,0.194,8,104,112,Semi
8833,2012-01-08,1,2012,1,0,0,0,0,1,0.3,0.303,0.52,0.1642,7,119,126,Semi
8834,2012-01-08,1,2012,1,0,0,0,0,1,0.28,0.2727,0.56,0.2239,10,81,91,Semi
8835,2012-01-08,1,2012,1,0,0,0,0,1,0.26,0.2727,0.6,0.1045,4,54,58,Semi
8836,2012-01-08,1,2012,1,0,0,0,0,1,0.26,0.2424,0.56,0.2537,0,30,30,Semi
8837,2012-01-09,1,2012,1,0,0,1,1,1,0.24,0.2273,0.6,0.2239,3,12,15,Semi
8838,2012-01-09,1,2012,1,0,0,1,1,1,0.24,0.2424,0.6,0.1343,1,4,5,Semi
8839,2012-01-09,1,2012,1,0,0,1,1,1,0.24,0.2424,0.56,0.1343,2,3,5,Semi
8840,2012-01-09,1,2012,1,0,0,1,1,1,0.24,0.2424,0.52,0.1642,0,3,3,Semi
8841,2012-01-09,1,2012,1,0,0,1,1,1,0.22,0.2424,0.64,0.1045,0,4,4,Semi
8842,2012-01-09,1,2012,1,0,0,1,1,2,0.2,0.2273,0.64,0.0896,0,21,21,Semi
8843,2012-01-09,1,2012,1,0,0,1,1,2,0.22,0.2273,0.6,0.1343,3,85,88,Semi
8844,2012-01-09,1,2012,1,0,0,1,1,2,0.22,0.2424,0.6,0.1045,1,239,240,Semi
8845,2012-01-09,1,2012,1,0,0,1,1,2,0.22,0.2576,0.55,0.0896,13,407,420,Semi
8846,2012-01-09,1,2012,1,0,0,1,1,2,0.22,0.2727,0.64,0.0,9,188,197,Semi
8847,2012-01-09,1,2012,1,0,0,1,1,1,0.24,0.2879,0.6,0.0,13,95,108,Semi
8848,2012-01-09,1,2012,1,0,0,1,1,2,0.26,0.2879,0.56,0.0896,6,82,88,Semi
8849,2012-01-09,1,2012,1,0,0,1,1,2,0.26,0.2727,0.56,0.1045,10,93,103,Semi
8850,2012-01-09,1,2012,1,0,0,1,1,2,0.26,0.2727,0.56,0.1045,3,77,80,Semi
8851,2012-01-09,1,2012,1,0,0,1,1,3,0.22,0.2273,0.75,0.1642,5,45,50,Semi
8852,2012-01-09,1,2012,1,0,0,1,1,3,0.22,0.2273,0.75,0.1642,5,64,69,Semi
8853,2012-01-09,1,2012,1,0,0,1,1,3,0.22,0.2576,0.87,0.0896,3,46,49,Semi
8854,2012-01-09,1,2012,1,0,0,1,1,3,0.22,0.2727,0.87,0.0,5,147,152,Semi
8855,2012-01-09,1,2012,1,0,0,1,1,4,0.2,0.2273,0.86,0.0896,6,158,164,Semi
8856,2012-01-09,1,2012,1,0,0,1,1,3,0.2,0.2273,0.93,0.0896,3,187,190,Semi
8857,2012-01-09,1,2012,1,0,0,1,1,2,0.2,0.2273,0.86,0.0896,5,127,132,Semi
8858,2012-01-09,1,2012,1,0,0,1,1,2,0.2,0.2576,0.93,0.0,1,78,79,Semi
8859,2012-01-09,1,2012,1,0,0,1,1,2,0.2,0.2273,0.92,0.1045,8,54,62,Semi
8860,2012-01-09,1,2012,1,0,0,1,1,2,0.22,0.2424,0.87,0.1045,1,51,52,Semi
8861,2012-01-10,1,2012,1,0,0,2,1,2,0.22,0.2424,0.87,0.1045,0,14,14,Semi
8862,2012-01-10,1,2012,1,0,0,2,1,2,0.22,0.2424,0.93,0.1045,2,3,5,Semi
8863,2012-01-10,1,2012,1,0,0,2,1,2,0.22,0.2273,0.87,0.1642,2,2,4,Semi
8864,2012-01-10,1,2012,1,0,0,2,1,2,0.2,0.2121,0.86,0.1642,0,4,4,Semi
8865,2012-01-10,1,2012,1,0,0,2,1,1,0.4,0.4091,0.47,0.2239,0,23,23,Semi
8866,2012-01-10,1,2012,1,0,0,2,1,2,0.18,0.1818,0.93,0.194,0,79,79,Semi
8867,2012-01-10,1,2012,1,0,0,2,1,2,0.18,0.197,0.93,0.1642,3,219,222,Semi
8868,2012-01-10,1,2012,1,0,0,2,1,2,0.18,0.197,0.93,0.1642,6,465,471,Semi
8869,2012-01-10,1,2012,1,0,0,2,1,2,0.18,0.197,0.93,0.1642,11,184,195,Semi
8870,2012-01-10,1,2012,1,0,0,2,1,2,0.18,0.197,0.93,0.1642,3,80,83,Semi
8871,2012-01-10,1,2012,1,0,0,2,1,1,0.42,0.4242,0.38,0.2985,8,93,101,Semi
8872,2012-01-10,1,2012,1,0,0,2,1,1,0.42,0.4242,0.38,0.2985,13,127,140,Semi
8873,2012-01-10,1,2012,1,0,0,2,1,1,0.42,0.4242,0.38,0.2985,15,163,178,Semi
8874,2012-01-10,1,2012,1,0,0,2,1,1,0.42,0.4242,0.38,0.2985,10,96,106,Semi
8875,2012-01-10,1,2012,1,0,0,2,1,1,0.42,0.4242,0.38,0.2985,17,119,136,Semi
8876,2012-01-10,1,2012,1,0,0,2,1,1,0.42,0.4242,0.38,0.3582,15,225,240,Semi
8877,2012-01-10,1,2012,1,0,0,2,1,1,0.42,0.4242,0.38,0.2537,14,446,460,Semi
8878,2012-01-10,1,2012,1,0,0,2,1,1,0.4,0.4091,0.4,0.1045,13,372,385,Semi
8879,2012-01-10,1,2012,1,0,0,2,1,1,0.38,0.3939,0.46,0.1045,11,270,281,Semi
8880,2012-01-10,1,2012,1,0,0,2,1,1,0.34,0.3485,0.53,0.1045,10,190,200,Semi
8881,2012-01-10,1,2012,1,0,0,2,1,1,0.32,0.3333,0.66,0.0896,7,109,116,Semi
8882,2012-01-10,1,2012,1,0,0,2,1,1,0.3,0.303,0.7,0.0896,10,104,114,Semi
8883,2012-01-10,1,2012,1,0,0,2,1,1,0.26,0.2727,0.81,0.1045,3,38,41,Semi
8884,2012-01-11,1,2012,1,0,0,3,1,1,0.26,0.303,0.81,0.0,2,26,28,Semi
8885,2012-01-11,1,2012,1,0,0,3,1,1,0.24,0.2576,0.87,0.0896,1,6,7,Semi
8886,2012-01-11,1,2012,1,0,0,3,1,1,0.2,0.2121,0.85,0.1642,0,5,5,Semi
8887,2012-01-11,1,2012,1,0,0,3,1,1,0.22,0.2727,0.8,0.0,0,4,4,Semi
8888,2012-01-11,1,2012,1,0,0,3,1,1,0.2,0.2121,0.8,0.1343,0,2,2,Semi
8889,2012-01-11,1,2012,1,0,0,3,1,1,0.2,0.2121,0.8,0.1343,0,22,22,Semi
8890,2012-01-11,1,2012,1,0,0,3,1,1,0.2,0.2121,0.86,0.1343,2,72,74,Semi
8891,2012-01-11,1,2012,1,0,0,3,1,1,0.2,0.2121,0.8,0.1343,9,247,256,Semi
8892,2012-01-11,1,2012,1,0,0,3,1,1,0.2,0.2273,0.82,0.1045,11,488,499,Semi
8893,2012-01-11,1,2012,1,0,0,3,1,2,0.2,0.2121,0.86,0.1343,7,218,225,Semi
8894,2012-01-11,1,2012,1,0,0,3,1,2,0.24,0.2424,0.87,0.1343,13,84,97,Semi
8895,2012-01-11,1,2012,1,0,0,3,1,2,0.26,0.2879,0.87,0.0896,9,90,99,Semi
8896,2012-01-11,1,2012,1,0,0,3,1,3,0.3,0.3333,0.81,0.0,4,51,55,Semi
8897,2012-01-11,1,2012,1,0,0,3,1,3,0.32,0.3485,0.76,0.0,8,57,65,Semi
8898,2012-01-11,1,2012,1,0,0,3,1,3,0.32,0.3333,0.81,0.1045,3,70,73,Semi
8899,2012-01-11,1,2012,1,0,0,3,1,2,0.34,0.3485,0.87,0.0896,6,73,79,Semi
8900,2012-01-11,1,2012,1,0,0,3,1,2,0.34,0.3182,0.87,0.2537,6,112,118,Semi
8901,2012-01-11,1,2012,1,0,0,3,1,3,0.34,0.3182,0.87,0.2239,6,128,134,Semi
8902,2012-01-11,1,2012,1,0,0,3,1,3,0.34,0.3333,0.87,0.194,2,96,98,Semi
8903,2012-01-11,1,2012,1,0,0,3,1,3,0.32,0.303,0.93,0.2239,1,92,93,Semi
8904,2012-01-11,1,2012,1,0,0,3,1,3,0.32,0.3182,0.93,0.1642,2,55,57,Semi
8905,2012-01-11,1,2012,1,0,0,3,1,3,0.34,0.3182,0.87,0.2239,0,29,29,Semi
8906,2012-01-11,1,2012,1,0,0,3,1,3,0.34,0.3333,0.87,0.194,0,49,49,Semi
8907,2012-01-11,1,2012,1,0,0,3,1,3,0.34,0.3182,0.87,0.2239,0,9,9,Semi
8908,2012-01-12,1,2012,1,0,0,4,1,3,0.34,0.3333,0.93,0.194,0,3,3,Semi
8909,2012-01-12,1,2012,1,0,0,4,1,3,0.36,0.3485,0.93,0.194,0,3,3,Semi
8910,2012-01-12,1,2012,1,0,0,4,1,3,0.36,0.3485,0.93,0.2537,1,1,2,Semi
8911,2012-01-12,1,2012,1,0,0,4,1,3,0.36,0.3485,0.93,0.2537,0,3,3,Semi
8912,2012-01-12,1,2012,1,0,0,4,1,3,0.36,0.3485,0.93,0.194,0,2,2,Semi
8913,2012-01-12,1,2012,1,0,0,4,1,3,0.34,0.3485,0.93,0.0896,0,16,16,Semi
8914,2012-01-12,1,2012,1,0,0,4,1,3,0.36,0.3485,0.93,0.1343,1,88,89,Semi
8915,2012-01-12,1,2012,1,0,0,4,1,2,0.34,0.3182,0.87,0.2836,2,218,220,Semi
8916,2012-01-12,1,2012,1,0,0,4,1,1,0.32,0.3182,0.81,0.194,11,497,508,Semi
8917,2012-01-12,1,2012,1,0,0,4,1,1,0.32,0.3333,0.81,0.1045,10,220,230,Semi
8918,2012-01-12,1,2012,1,0,0,4,1,1,0.34,0.3485,0.81,0.1045,6,84,90,Semi
8919,2012-01-12,1,2012,1,0,0,4,1,2,0.34,0.3485,0.81,0.1045,18,101,119,Semi
8920,2012-01-12,1,2012,1,0,0,4,1,2,0.34,0.3485,0.81,0.1045,14,130,144,Semi
8921,2012-01-12,1,2012,1,0,0,4,1,1,0.42,0.4242,0.77,0.1642,13,170,183,Semi
8922,2012-01-12,1,2012,1,0,0,4,1,1,0.42,0.4242,0.77,0.1642,24,132,156,Semi
8923,2012-01-12,1,2012,1,0,0,4,1,1,0.44,0.4394,0.72,0.1343,32,156,188,Semi
8924,2012-01-12,1,2012,1,0,0,4,1,1,0.46,0.4545,0.67,0.194,33,248,281,Semi
8925,2012-01-12,1,2012,1,0,0,4,1,1,0.46,0.4545,0.63,0.1642,23,472,495,Semi
8926,2012-01-12,1,2012,1,0,0,4,1,1,0.44,0.4394,0.67,0.194,22,399,421,Semi
8927,2012-01-12,1,2012,1,0,0,4,1,2,0.42,0.4242,0.71,0.1642,17,313,330,Semi
